source,target,time
24,48,110257
5,23,110268
15,56,110268
5,47,110275
18,38,110278
48,5,110279
48,24,110279
5,15,110282
18,9,110285
18,2,110292
55,41,110333
55,60,110333
55,14,110333
55,16,110333
2,14,110338
2,33,110338
2,55,110345
2,16,110345
2,45,110345
27,7,110357
27,60,110357
23,15,110361
7,27,110368
20,14,110384
21,33,110385
21,37,110385
15,47,110387
47,56,110393
15,42,110394
5,7,110398
5,21,110398
40,7,110398
40,21,110398
5,38,110398
5,14,110398
40,43,110398
40,14,110405
40,27,110405
5,9,110405
22,14,110451
22,41,110451
3,55,110463
3,41,110463
3,2,110463
42,18,110467
42,5,110467
42,17,110467
42,41,110467
2,40,110471
9,38,110473
9,5,110473
27,48,110479
23,56,110479
16,14,110484
16,55,110484
7,9,110491
7,5,110491
47,23,110511
47,17,110511
45,13,110516
6,38,110517
15,48,110517
6,18,110517
15,17,110524
40,55,110528
40,22,110528
40,2,110528
18,38,110536
13,20,110553
55,48,110570
55,33,110570
42,35,110578
9,33,110582
56,23,110591
2,3,110596
4,60,110601
4,2,110601
4,3,110601
4,9,110601
4,33,110601
27,3,110602
16,45,110609
16,22,110609
43,33,110614
43,3,110614
25,61,110616
43,5,110621
45,20,110626
45,22,110626
5,7,110637
6,9,110639
47,48,110639
6,60,110639
48,40,110640
48,22,110640
48,3,110640
48,55,110640
48,2,110640
12,113,110641
15,23,110645
18,9,110647
18,6,110647
40,16,110656
22,45,110698
22,41,110698
22,33,110698
9,21,110710
9,7,110710
23,15,110718
56,35,110721
4,55,110723
4,13,110723
27,9,110723
4,6,110723
2,45,110724
3,9,110725
3,33,110725
3,40,110725
4,22,110727
16,46,110737
16,40,110737
21,9,110739
21,5,110739
5,18,110747
5,23,110747
5,17,110747
43,9,110749
43,18,110749
18,5,110757
18,17,110757
6,43,110763
47,15,110765
47,56,110765
48,27,110766
48,33,110766
40,3,110767
13,45,110786
55,33,110806
42,13,110810
32,5,110825
22,46,110826
22,60,110826
22,40,110826
22,3,110826
9,3,110828
9,4,110828
9,43,110828
9,60,110828
3,13,110843
3,41,110843
23,18,110845
23,17,110845
23,56,110845
23,5,110845
27,32,110847
27,2,110847
7,21,110850
2,4,110850
2,27,110850
23,38,110851
23,6,110851
4,41,110853
4,16,110853
20,45,110854
2,46,110857
2,13,110857
16,13,110863
43,7,110866
15,17,110866
5,6,110869
5,42,110869
16,4,110870
5,7,110875
5,38,110875
40,33,110877
18,23,110879
48,9,110880
45,13,110881
18,21,110886
6,13,110893
6,5,110893
13,55,110897
13,33,110897
13,60,110897
13,3,110897
13,22,110897
13,41,110897
13,9,110904
13,48,110904
13,4,110904
55,3,110919
55,60,110919
55,4,110919
55,41,110919
32,13,110936
32,3,110936
32,27,110936
32,48,110936
32,4,110936
32,43,110936
9,27,110939
22,13,110944
22,4,110944
7,6,110963
7,18,110963
23,35,110965
77,58,110967
7,38,110969
7,32,110969
27,3,110970
27,18,110970
4,7,110970
4,27,110970
27,4,110970
27,60,110970
3,55,110971
3,38,110971
21,32,110979
2,32,110985
2,45,110985
43,21,110986
43,38,110986
15,23,110988
15,13,110988
15,35,110988
35,23,110997
35,42,110997
35,47,110997
35,17,110997
35,15,110997
40,45,110999
40,46,110999
48,32,111003
6,4,111005
40,2,111006
5,33,111008
18,7,111012
47,35,111017
47,17,111017
18,27,111019
13,42,111027
13,35,111027
13,23,111027
13,47,111027
13,15,111027
32,55,111048
32,22,111048
32,2,111048
32,45,111048
22,41,111055
22,33,111055
9,41,111056
9,13,111056
9,32,111056
42,15,111068
42,40,111068
42,38,111068
27,55,111079
27,41,111079
27,48,111079
23,13,111091
23,56,111091
3,18,111097
43,6,111101
43,32,111101
3,6,111104
24,17,111105
24,56,111105
35,13,111112
16,32,111115
15,5,111121
15,42,111121
15,38,111121
48,43,111122
6,43,111124
6,3,111124
6,60,111124
5,38,111126
5,21,111126
40,22,111132
40,55,111132
45,40,111134
45,27,111134
45,16,111134
45,60,111134
45,22,111134
45,32,111134
47,56,111137
18,9,111137
18,6,111137
40,16,111139
55,40,111158
22,32,111164
22,45,111164
27,13,111199
27,45,111199
7,27,111205
43,9,111214
43,18,111214
43,41,111214
43,27,111214
3,43,111232
3,40,111232
3,33,111232
16,55,111235
25,61,111242
48,27,111247
48,45,111247
48,9,111247
47,13,111252
6,45,111254
45,7,111260
45,43,111260
45,21,111260
6,41,111261
18,60,111265
18,3,111265
13,7,111270
13,48,111270
13,27,111270
13,9,111270
13,33,111270
13,43,111275
55,2,111278
9,43,111280
39,7,111309
39,21,111309
39,40,111309
27,3,111313
27,60,111313
39,37,111316
39,38,111316
39,43,111316
39,35,111316
27,43,111317
27,41,111317
27,22,111317
39,5,111321
42,4,111322
42,17,111322
21,43,111325
21,13,111325
2,55,111337
2,16,111337
2,22,111337
43,45,111339
43,13,111339
3,27,111349
3,9,111349
4,2,111351
4,16,111351
4,32,111351
4,22,111351
4,3,111351
48,33,111358
15,7,111373
15,21,111373
15,38,111373
5,39,111380
6,15,111382
40,60,111385
5,43,111387
5,40,111387
5,7,111387
13,45,111389
55,60,111389
55,27,111389
55,33,111389
18,23,111391
18,35,111391
18,47,111391
5,21,111392
13,7,111394
13,40,111394
13,27,111394
13,3,111394
45,48,111395
45,3,111395
45,13,111395
18,42,111398
18,15,111398
9,48,111406
9,45,111406
9,13,111406
22,60,111408
22,55,111408
22,3,111408
9,60,111410
27,7,111435
39,23,111438
39,21,111438
21,5,111439
7,13,111447
43,3,111448
43,7,111448
43,60,111448
2,60,111450
2,3,111450
77,58,111451
42,48,111452
23,6,111458
23,15,111458
23,18,111458
35,47,111459
35,18,111459
16,2,111463
16,3,111463
16,20,111463
3,45,111469
3,7,111469
3,21,111469
3,13,111469
48,13,111470
47,18,111490
6,42,111493
6,47,111493
15,18,111499
15,42,111499
15,6,111499
15,47,111506
15,35,111506
5,39,111509
5,23,111509
40,7,111518
40,39,111518
40,21,111518
40,5,111518
55,9,111519
55,20,111519
32,40,111520
32,16,111520
32,60,111520
22,41,111523
22,33,111523
9,55,111526
9,22,111526
18,17,111526
7,39,111556
39,46,111558
39,35,111558
27,23,111568
23,5,111569
23,43,111569
42,5,111569
23,7,111569
23,38,111569
43,4,111572
43,39,111572
43,33,111572
2,4,111575
48,7,111581
4,15,111581
4,17,111581
4,42,111581
4,18,111581
48,40,111581
48,9,111581
4,47,111581
48,55,111581
3,4,111584
3,32,111584
48,21,111587
35,39,111587
48,23,111587
35,23,111587
48,43,111587
35,15,111587
20,3,111588
20,27,111588
20,22,111588
47,6,111599
47,17,111599
47,15,111599
6,35,111603
5,46,111629
32,3,111631
32,4,111631
32,43,111631
13,41,111634
13,60,111634
22,9,111635
55,33,111635
22,20,111635
13,3,111639
9,43,111639
9,48,111639
13,48,111639
18,35,111643
40,60,111646
40,23,111646
21,48,111672
21,39,111672
27,21,111678
27,32,111678
27,39,111678
23,46,111678
23,21,111678
27,13,111678
7,38,111680
7,23,111680
27,43,111681
43,27,111683
43,60,111683
43,48,111683
43,38,111683
43,23,111683
2,16,111684
42,45,111689
42,39,111689
3,43,111697
3,6,111697
3,23,111697
48,32,111701
48,60,111701
48,45,111701
25,61,111704
35,6,111705
20,55,111707
20,41,111721
6,13,111725
6,60,111725
6,3,111725
6,2,111725
6,43,111725
6,23,111732
6,22,111732
5,21,111744
32,5,111745
32,7,111745
32,39,111745
32,48,111745
45,23,111747
45,48,111747
45,60,111747
45,9,111747
45,33,111747
15,48,111751
15,40,111751
9,32,111752
13,23,111757
13,33,111757
22,5,111760
22,41,111760
40,42,111763
40,35,111763
55,9,111769
39,38,111786
39,3,111786
21,23,111787
21,27,111787
7,5,111790
7,32,111790
7,46,111790
23,13,111792
23,2,111792
23,6,111792
23,39,111792
27,40,111793
27,45,111793
23,3,111794
23,7,111794
43,32,111800
42,27,111804
42,7,111804
2,55,111812
35,40,111816
35,47,111816
48,47,111820
3,46,111822
3,39,111822
20,16,111837
47,32,111845
5,45,111857
6,5,111858
6,16,111858
32,27,111859
6,39,111865
6,43,111865
13,22,111868
22,2,111869
22,6,111869
22,23,111869
9,45,111878
55,13,111883
40,3,111883
55,2,111883
40,21,111883
40,39,111883
40,38,111883
7,27,111905
7,6,111905
7,3,111905
7,45,111905
7,2,111905
21,46,111906
21,39,111909
21,23,111909
43,9,111913
43,6,111913
43,13,111913
23,40,111917
23,60,111917
42,14,111917
27,16,111917
27,3,111917
27,5,111917
42,22,111917
77,58,111922
2,6,111930
3,41,111931
35,48,111933
4,13,111938
48,17,111941
48,42,111941
16,2,111943
13,35,111977
13,48,111977
13,17,111977
5,41,111982
5,2,111982
5,16,111982
5,43,111982
6,60,111983
6,7,111983
45,40,111985
15,13,111986
9,7,111991
9,23,111991
40,23,111998
40,27,111998
14,60,112003
14,55,112003
14,22,112003
14,16,112003
14,20,112003
14,41,112003
14,33,112003
7,40,112017
7,21,112017
7,60,112017
39,35,112020
39,60,112020
39,45,112020
39,43,112020
43,41,112024
27,32,112026
21,40,112028
21,45,112028
23,33,112032
23,9,112032
43,27,112033
21,27,112034
2,7,112041
2,38,112041
21,7,112041
2,5,112041
42,43,112042
42,21,112042
42,33,112042
42,3,112042
42,41,112042
48,35,112052
16,33,112054
47,18,112073
13,4,112091
13,47,112091
13,15,112091
5,35,112091
5,6,112097
5,27,112097
22,33,112101
9,27,112111
40,43,112111
40,7,112111
9,16,112111
55,9,112130
55,33,112130
55,16,112130
7,33,112131
39,27,112144
23,27,112144
43,41,112149
43,21,112149
23,43,112150
23,32,112150
27,41,112150
42,7,112151
42,9,112151
42,23,112151
35,42,112157
35,13,112157
35,45,112157
21,43,112168
21,23,112168
16,20,112171
3,33,112177
20,16,112186
47,35,112186
47,42,112186
47,13,112186
22,16,112212
45,38,112222
45,5,112222
45,39,112222
32,23,112228
9,43,112229
40,48,112236
6,42,112244
7,23,112251
7,42,112251
39,40,112255
39,43,112255
39,6,112255
55,42,112258
27,60,112260
27,3,112260
27,42,112260
23,42,112268
48,5,112280
48,41,112280
48,38,112280
48,27,112280
48,7,112280
48,40,112280
48,39,112280
35,7,112283
48,43,112285
35,39,112290
35,38,112290
77,58,112308
22,60,112332
15,17,112333
15,35,112333
45,7,112340
40,21,112345
40,23,112345
32,6,112347
32,60,112347
32,42,112347
32,43,112347
32,3,112347
32,22,112347
9,23,112352
32,48,112353
32,14,112353
39,38,112372
6,60,112372
6,43,112372
39,7,112372
7,45,112373
27,32,112375
27,33,112375
43,23,112375
43,42,112375
27,16,112375
43,40,112375
55,20,112376
23,40,112377
43,48,112379
43,45,112379
43,39,112379
43,33,112379
16,32,112395
42,39,112397
48,14,112400
48,22,112400
3,42,112405
3,7,112405
3,43,112405
21,3,112408
21,33,112408
47,17,112423
47,35,112430
20,55,112441
20,42,112441
22,32,112442
22,14,112442
22,42,112442
22,48,112442
13,47,112455
9,48,112468
32,41,112468
9,41,112468
32,16,112468
9,27,112468
32,55,112468
14,22,112470
9,42,112471
9,21,112471
9,43,112475
9,7,112475
39,60,112485
39,3,112485
27,20,112487
27,9,112487
55,16,112487
27,39,112487
6,3,112489
6,27,112489
7,27,112491
7,9,112491
7,41,112491
7,5,112491
43,6,112492
43,38,112492
43,5,112492
42,15,112508
42,24,112508
42,13,112508
4,35,112510
3,48,112518
3,41,112518
3,16,112518
3,6,112518
3,27,112518
16,27,112521
21,23,112523
21,42,112523
5,60,112556
5,3,112556
22,60,112564
45,40,112568
22,3,112571
13,15,112573
22,55,112578
18,17,112582
22,27,112585
22,60,112585
14,76,112585
40,5,112591
9,41,112592
9,21,112592
55,32,112596
39,23,112596
39,48,112596
32,20,112599
32,22,112599
32,27,112599
7,3,112601
27,15,112601
27,7,112601
7,42,112604
7,21,112604
7,39,112604
23,43,112609
23,3,112609
43,27,112612
43,3,112612
4,24,112621
42,47,112625
42,35,112625
4,17,112628
3,21,112632
35,4,112632
3,5,112632
35,47,112632
3,15,112632
3,32,112635
3,7,112635
48,3,112646
48,60,112646
21,7,112648
48,5,112653
77,58,112686
20,32,112694
20,41,112694
20,27,112694
14,55,112697
22,16,112699
22,32,112699
40,38,112702
40,39,112702
9,27,112711
55,60,112717
55,3,112717
27,23,112721
27,18,112721
32,43,112722
32,3,112722
39,15,112722
32,60,112722
43,7,112723
43,23,112723
7,60,112725
7,41,112725
7,9,112725
42,17,112738
3,39,112751
21,9,112773
21,41,112773
13,42,112792
13,24,112792
5,15,112793
5,42,112793
5,3,112800
76,16,112802
76,20,112802
76,3,112802
76,33,112802
76,55,112802
15,5,112807
15,43,112807
15,3,112807
15,7,112807
15,23,112807
15,39,112807
22,14,112809
40,32,112819
9,55,112832
9,15,112832
32,18,112834
6,43,112837
7,38,112838
7,40,112838
23,5,112840
55,9,112840
55,14,112840
23,39,112840
27,3,112843
39,24,112844
39,47,112844
39,18,112844
39,42,112844
43,5,112848
43,32,112848
43,42,112848
35,17,112871
25,61,112877
48,43,112892
48,38,112892
21,33,112900
21,23,112900
21,3,112900
13,4,112914
15,35,112920
15,13,112920
15,18,112920
15,42,112920
15,47,112920
18,39,112923
18,13,112923
18,15,112923
45,7,112925
22,41,112932
22,33,112939
22,6,112939
24,35,112951
7,21,112955
7,5,112955
7,43,112955
39,5,112957
43,23,112964
3,22,112977
3,55,112977
3,33,112977
35,15,112991
35,47,112991
4,18,112997
4,15,112997
47,39,113011
47,15,113011
47,42,113011
77,58,113034
18,35,113056
22,41,113061
55,33,113067
22,14,113068
22,76,113068
39,13,113070
39,45,113070
39,38,113070
6,48,113071
22,3,113075
22,9,113075
22,33,113075
27,21,113078
7,45,113082
7,3,113082
23,21,113093
23,27,113093
43,6,113098
35,42,113102
35,18,113102
3,21,113103
3,7,113103
3,16,113103
35,13,113109
4,7,113111
4,24,113111
48,43,113134
21,43,113135
5,13,113142
5,43,113142
5,39,113142
13,5,113145
13,45,113145
13,39,113145
13,7,113145
13,60,113145
45,39,113154
45,13,113154
45,24,113154
76,22,113158
15,18,113164
40,55,113169
40,9,113169
40,60,113169
40,22,113169
9,43,113174
9,22,113174
24,45,113179
24,5,113179
55,16,113192
22,7,113194
22,41,113194
39,18,113196
7,13,113201
7,60,113201
7,23,113201
7,21,113201
23,3,113207
23,43,113207
43,9,113212
43,5,113212
3,9,113216
3,40,113216
43,33,113218
43,40,113218
43,39,113218
16,55,113229
35,17,113232
4,5,113234
4,39,113234
4,13,113234
21,23,113250
13,76,113255
21,3,113257
13,24,113261
48,6,113267
5,7,113268
5,24,113268
15,35,113280
15,24,113280
14,55,113281
14,23,113281
14,16,113281
14,3,113281
18,15,113285
18,39,113285
14,43,113288
9,40,113288
9,60,113288
14,33,113288
9,55,113288
14,9,113288
40,16,113292
9,16,113293
9,21,113293
55,40,113301
55,3,113301
55,76,113301
24,7,113304
24,4,113304
24,47,113304
22,16,113307
39,17,113309
27,3,113312
27,33,113312
23,5,113317
3,23,113336
3,41,113336
43,6,113337
16,40,113340
16,22,113340
16,14,113347
16,3,113347
35,24,113348
4,17,113353
4,41,113353
21,7,113369
47,24,113372
13,17,113378
13,4,113378
5,17,113381
13,45,113384
13,23,113390
13,4,113395
22,40,113421
6,3,113428
6,18,113428
6,23,113428
39,4,113429
39,7,113429
39,13,113429
23,60,113440
7,5,113440
23,9,113440
7,33,113440
23,22,113440
7,4,113440
7,45,113440
23,33,113440
23,40,113440
7,13,113443
7,39,113443
7,17,113443
23,6,113444
23,7,113444
23,18,113444
23,48,113444
23,43,113450
3,5,113452
3,22,113452
43,23,113458
43,3,113458
16,9,113470
35,47,113475
45,17,113506
13,45,113509
13,24,113509
40,3,113518
40,9,113518
14,22,113522
14,20,113522
14,23,113522
18,22,113524
18,3,113524
9,23,113531
9,43,113531
55,14,113533
39,24,113540
27,7,113559
27,17,113559
7,43,113568
23,48,113571
23,22,113571
23,40,113571
3,23,113575
3,55,113575
23,6,113576
43,13,113586
25,61,113593
35,17,113603
21,3,113607
21,27,113607
47,35,113615
13,5,113619
13,3,113619
48,3,113622
48,6,113622
18,23,113637
14,60,113639
14,39,113639
14,3,113639
14,7,113639
14,5,113641
14,13,113641
14,38,113641
9,27,113643
40,33,113644
40,27,113644
40,60,113644
40,7,113644
24,17,113659
39,5,113669
7,41,113687
7,3,113687
7,38,113690
7,45,113690
7,13,113690
3,21,113691
7,39,113693
3,45,113695
23,18,113695
3,22,113701
3,9,113701
43,21,113704
43,14,113704
43,18,113704
21,43,113719
35,24,113722
45,5,113737
5,39,113740
77,58,113742
45,7,113744
14,43,113764
55,45,113764
9,7,113768
9,21,113768
24,35,113770
22,3,113779
39,14,113785
39,35,113785
27,6,113791
27,48,113791
27,14,113791
23,16,113808
4,24,113810
4,39,113810
4,60,113810
43,55,113815
43,33,113815
43,7,113815
3,27,113815
3,7,113815
4,3,113817
3,5,113822
3,14,113822
16,45,113834
16,40,113841
48,18,113854
48,7,113854
5,14,113856
45,3,113867
45,55,113867
45,9,113867
45,16,113867
45,22,113867
18,6,113868
13,5,113871
13,14,113871
55,9,113874
40,14,113877
40,43,113877
40,45,113877
40,55,113877
55,33,113881
14,21,113883
24,39,113887
6,22,113895
22,16,113896
22,23,113896
22,14,113896
6,45,113902
6,17,113902
6,43,113902
39,3,113912
27,33,113917
39,5,113919
39,13,113919
39,21,113919
39,24,113919
27,13,113921
23,20,113922
43,6,113924
7,22,113931
4,40,113931
4,55,113931
4,45,113931
4,33,113931
4,43,113931
7,33,113931
7,60,113931
7,27,113931
4,20,113931
7,48,113938
7,14,113943
21,9,113960
16,55,113960
16,9,113960
21,17,113960
21,33,113960
15,47,113976
15,22,113976
15,35,113983
45,40,113983
45,33,113983
9,3,113987
9,45,113987
9,55,113987
40,6,113988
48,27,113994
48,43,113994
24,41,114000
13,43,114004
20,9,114011
20,45,114011
20,16,114011
20,22,114011
20,40,114011
22,13,114013
22,45,114013
22,20,114013
22,7,114013
22,43,114013
6,20,114018
6,40,114018
6,33,114018
55,20,114019
39,47,114033
39,17,114033
39,22,114033
43,9,114038
43,20,114038
42,35,114040
42,47,114040
42,15,114040
42,3,114040
39,38,114040
43,17,114045
43,22,114045
43,13,114045
27,48,114046
27,9,114046
27,18,114046
27,38,114046
23,9,114049
4,38,114050
7,5,114067
7,17,114067
7,21,114067
7,33,114072
7,13,114072
21,20,114077
21,7,114077
16,33,114081
16,4,114081
77,58,114092
5,21,114103
15,24,114106
9,16,114109
9,40,114109
45,43,114110
5,17,114110
45,20,114110
45,6,114110
47,22,114111
24,47,114111
24,3,114111
18,43,114114
13,27,114117
13,4,114117
40,4,114118
40,16,114118
40,20,114118
40,9,114118
14,38,114122
14,60,114122
20,43,114128
6,9,114131
6,27,114131
22,47,114132
22,35,114132
22,15,114132
39,27,114159
27,39,114165
27,55,114165
27,40,114165
27,6,114165
27,5,114165
43,6,114168
7,60,114184
21,14,114187
3,47,114190
3,24,114190
3,41,114190
3,13,114190
3,22,114190
35,22,114200
35,47,114200
9,6,114220
9,5,114220
9,7,114220
9,14,114220
47,39,114229
47,35,114229
47,60,114229
45,14,114237
24,22,114237
45,6,114237
48,14,114240
18,20,114241
24,60,114244
22,39,114253
22,3,114253
4,27,114282
4,7,114282
42,3,114288
42,22,114288
42,60,114288
27,4,114298
7,39,114302
3,42,114308
3,7,114308
3,14,114308
3,5,114308
7,38,114309
7,27,114309
7,21,114309
7,5,114309
7,33,114309
7,17,114316
7,22,114316
7,5,114321
7,48,114321
7,4,114324
7,39,114324
7,27,114324
25,61,114334
15,42,114349
5,24,114350
5,3,114350
13,7,114352
13,38,114352
20,33,114352
13,5,114352
5,14,114354
5,41,114354
45,16,114356
15,14,114356
24,3,114360
40,6,114361
22,24,114363
22,13,114363
22,60,114363
48,39,114366
6,40,114370
14,18,114374
14,48,114374
3,38,114419
3,21,114419
35,3,114423
35,15,114423
21,5,114431
21,27,114431
21,4,114431
7,3,114437
47,15,114449
13,21,114467
15,35,114470
15,3,114470
5,17,114472
24,7,114473
15,22,114477
45,55,114477
40,33,114482
40,20,114489
14,6,114493
55,40,114495
14,5,114500
48,7,114501
55,41,114502
4,16,114510
23,18,114514
10,43,114515
3,35,114528
3,41,114528
42,15,114535
21,13,114545
7,13,114548
7,14,114548
47,42,114563
47,3,114570
47,60,114570
13,17,114578
13,22,114578
13,60,114578
24,22,114586
6,45,114603
40,23,114608
22,3,114611
48,14,114618
22,15,114618
22,13,114618
22,7,114618
22,5,114625
14,40,114627
43,10,114629
23,20,114633
4,21,114637
3,13,114649
3,7,114649
16,7,114661
21,3,114667
35,42,114668
21,14,114674
5,7,114692
47,22,114693
13,5,114695
24,5,114712
6,18,114714
45,6,114723
45,23,114723
40,18,114729
22,17,114736
22,42,114736
18,20,114737
18,6,114737
35,47,114780
35,15,114780
42,35,114781
16,55,114791
21,13,114795
21,24,114795
77,58,114800
27,21,114801
47,35,114808
47,41,114808
47,24,114808
5,24,114813
13,21,114816
13,24,114823
13,60,114823
24,7,114825
45,18,114834
6,40,114844
15,35,114845
22,35,114855
22,41,114855
22,24,114855
40,6,114857
40,20,114857
22,38,114862
14,45,114865
22,47,114868
22,13,114868
14,40,114879
35,3,114905
35,60,114905
27,5,114913
27,38,114913
47,60,114927
13,39,114934
5,17,114936
5,27,114936
24,35,114945
20,40,114953
20,37,114953
20,14,114953
15,42,114963
18,13,114966
18,21,114966
18,5,114966
40,14,114975
40,23,114975
22,45,114978
22,37,114978
22,6,114978
22,5,114978
22,14,114978
22,40,114978
22,23,114978
22,55,114983
22,16,114983
23,20,114989
23,45,114989
23,40,114989
14,6,115003
14,37,115003
3,38,115006
35,24,115014
21,38,115028
21,27,115028
25,61,115032
24,5,115063
24,38,115063
15,3,115074
6,14,115087
39,13,115105
39,14,115105
39,5,115105
39,48,115105
42,3,115115
3,47,115124
35,41,115124
3,15,115124
3,41,115124
14,39,115130
77,58,115157
21,13,115162
5,14,115170
5,24,115170
5,39,115170
27,13,115173
27,39,115173
15,35,115183
45,14,115187
40,37,115195
6,39,115208
6,40,115208
39,38,115224
39,21,115224
39,3,115224
3,13,115233
42,41,115245
42,24,115245
35,60,115246
16,14,115252
5,38,115288
13,60,115296
13,22,115296
13,16,115296
20,37,115297
40,14,115309
40,55,115316
9,22,115317
48,39,115328
48,27,115328
23,20,115356
35,15,115357
42,60,115360
42,13,115360
14,21,115367
47,3,115386
47,60,115386
5,60,115397
5,21,115397
45,20,115414
45,16,115414
15,3,115427
15,60,115427
40,20,115439
40,6,115439
55,45,115447
39,24,115451
39,22,115451
39,16,115451
42,22,115472
42,40,115472
42,20,115472
42,35,115479
42,5,115479
23,16,115480
4,24,115486
4,21,115486
47,41,115497
47,35,115497
5,48,115507
5,24,115507
5,16,115507
21,39,115537
21,5,115537
45,55,115539
13,42,115540
20,16,115543
24,13,115550
40,16,115554
40,14,115554
40,39,115554
3,41,115576
3,24,115576
6,22,115583
35,3,115587
35,60,115587
35,38,115594
35,41,115594
16,23,115595
16,37,115595
16,39,115595
16,40,115595
16,14,115595
16,22,115595
23,40,115601
4,45,115605
4,35,115612
5,45,115629
45,37,115648
45,6,115648
45,14,115648
21,16,115658
21,35,115658
27,39,115661
13,24,115664
13,3,115664
13,60,115664
40,55,115666
40,22,115666
20,45,115670
20,4,115670
48,5,115674
24,35,115676
24,16,115676
24,5,115676
39,38,115683
3,42,115696
22,55,115697
22,16,115697
22,45,115697
22,5,115697
22,14,115703
22,40,115703
35,14,115711
35,24,115711
35,42,115711
35,15,115711
16,55,115715
35,4,115718
25,61,115722
35,47,115731
5,35,115740
5,42,115740
4,22,115742
4,5,115742
4,14,115742
14,4,115749
45,42,115758
21,4,115767
27,42,115778
27,35,115778
55,40,115797
24,3,115797
24,47,115797
6,40,115812
6,42,115812
23,20,115847
47,24,115851
47,13,115851
47,5,115851
47,60,115858
47,35,115858
47,41,115872
47,15,115872
21,14,115878
48,35,115898
40,42,115900
40,6,115900
20,37,115917
24,42,115925
24,60,115925
24,41,115925
24,4,115925
3,5,115930
3,41,115930
22,48,115941
22,13,115941
22,47,115941
22,6,115948
22,35,115948
22,21,115948
16,55,115949
3,15,115950
3,24,115950
22,42,115952
5,24,115970
4,27,115974
4,24,115974
4,3,115974
5,27,115977
14,4,115983
14,3,115983
14,27,115983
14,47,115983
47,24,115986
47,5,115986
47,22,115986
47,13,115986
14,60,115989
14,21,115989
45,38,115991
45,35,115991
13,47,116016
48,27,116024
48,6,116024
48,20,116031
20,40,116038
24,13,116043
4,5,116084
35,42,116085
21,27,116128
21,5,116128
13,48,116132
13,6,116132
40,23,116132
27,5,116134
27,21,116134
27,14,116134
27,4,116134
13,23,116139
13,4,116139
13,60,116139
13,27,116139
13,55,116139
13,16,116139
13,20,116139
13,40,116146
39,18,116148
39,38,116155
23,20,116201
23,40,116208
4,21,116213
47,15,116219
14,5,116222
14,40,116222
5,4,116229
5,14,116229
40,6,116243
27,20,116251
20,37,116284
20,14,116284
20,23,116284
3,20,116297
3,5,116297
3,48,116304
3,27,116311
25,61,116324
5,60,116339
14,20,116340
14,48,116340
14,23,116340
4,20,116346
47,13,116348
47,3,116362
40,37,116363
27,6,116368
24,13,116377
24,21,116377
24,27,116377
13,14,116392
6,4,116392
6,48,116392
13,5,116392
20,40,116395
55,16,116413
42,35,116417
23,37,116446
23,3,116446
16,23,116460
15,14,116461
15,47,116461
5,27,116462
14,55,116462
5,47,116469
40,3,116473
47,5,116481
48,14,116499
48,4,116499
48,6,116499
20,3,116504
13,22,116509
6,47,116517
55,27,116534
23,16,116571
23,14,116571
14,5,116579
5,13,116591
47,15,116594
15,47,116599
15,13,116606
48,15,116612
48,47,116612
21,6,116617
14,20,116696
14,15,116696
23,20,116697
25,61,116699
5,22,116724
48,13,116732
48,23,116732
22,13,116780
23,48,116810
14,23,116817
47,5,116835
42,35,116914
1,60,116928
77,58,116933
16,15,116933
47,41,116947
5,14,116951
48,47,116973
48,14,116973
13,24,116978
20,5,116982
1,3,117047
23,37,117048
23,55,117048
23,15,117048
23,16,117052
23,14,117052
5,37,117078
5,23,117078
15,48,117082
15,47,117082
13,22,117088
6,48,117089
48,6,117089
20,23,117100
20,37,117100
20,15,117100
3,1,117144
14,16,117159
14,5,117159
23,5,117164
27,6,117173
27,48,117173
27,47,117173
47,15,117183
47,37,117183
5,55,117190
5,16,117190
6,21,117199
6,47,117199
21,37,117209
48,15,117216
48,5,117216
48,41,117223
16,23,117281
16,5,117281
47,48,117300
5,20,117309
5,48,117309
6,5,117323
15,21,117328
6,47,117330
21,48,117330
48,21,117337
22,13,117381
55,23,117386
55,14,117393
16,20,117398
77,58,117403
23,27,117408
47,41,117419
5,6,117426
24,13,117430
48,23,117463
16,55,117517
23,14,117535
77,58,117541
15,24,117569
61,25,117575
42,35,117618
47,5,117650
24,15,117664
24,47,117664
20,16,117672
15,21,117681
21,37,117698
47,24,117775
4,170,117798
24,47,117799
6,48,117820
3,1,117853
14,19,117867
55,37,117869
16,23,117873
16,37,117873
35,42,117882
13,18,117899
13,19,117899
13,5,117899
13,4,117906
20,37,117906
20,23,117927
21,15,117959
14,22,117991
14,9,117991
23,16,118004
24,21,118039
14,20,118113
19,14,118115
5,13,118141
47,21,118142
39,38,118195
39,196,118195
14,15,118231
19,9,118234
23,41,118242
25,61,118261
20,16,118274
24,47,118294
21,47,118317
23,55,118358
23,24,118358
19,41,118358
19,55,118358
13,19,118387
39,197,118439
23,13,118472
23,22,118472
23,9,118472
19,13,118479
19,15,118479
16,41,118485
16,20,118485
16,55,118485
16,21,118485
25,61,118492
35,42,118492
15,14,118509
15,19,118509
20,15,118536
9,23,118557
22,15,118573
14,27,118608
13,16,118619
15,18,118639
27,22,118642
18,14,118649
42,35,118694
55,16,118704
14,16,118722
14,19,118722
19,27,118725
15,13,118757
20,41,118763
27,19,118765
27,16,118765
27,14,118765
55,22,118822
